nodeId,Date
9206266,1992-06-30
119206001,1992-06-16
119206003,1992-06-19
119206005,1992-06-24
119206013,1992-06-10
119206014,1992-06-10
119206018,1992-06-22
119206025,1992-06-29
119206027,1992-06-30
119206055,1992-06-12
119206074,1992-06-19
9207201,1992-07-01
9207202,1992-07-01
9207203,1992-07-01
9207204,1992-07-02
9207205,1992-07-02
9207206,1992-07-02
9207207,1992-07-02
9207208,1992-07-02
9207209,1992-07-03
9207210,1992-07-03
9207211,1992-07-03
9207212,1992-07-03
9207213,1992-07-03
9207214,1992-07-03
9207215,1992-07-04
9207216,1992-07-05
9207217,1992-07-07
9207218,1992-07-07
9207219,1992-07-07
9207220,1992-07-07
9207221,1992-07-08
9207222,1992-07-08
9207223,1992-07-08
9207224,1992-07-09
9207225,1992-07-09
9207226,1992-07-09
9207227,1992-07-09
9207228,1992-07-09
9207229,1992-07-09
9207230,1992-07-09
9207231,1992-07-10
9207232,1992-07-10
9207233,1992-07-10
9207234,1992-07-10
9207235,1992-07-11
9207236,1992-07-14
9207237,1992-07-14
9207238,1992-07-14
9207239,1992-07-14
9207240,1992-07-14
9207241,1992-07-15
9207242,1992-07-15
9207243,1992-07-15
9207244,1992-07-16
9207245,1992-07-17
9207246,1992-07-20
9207247,1992-07-20
9207248,1992-07-20
9207249,1992-07-20
9207250,1992-07-21
9207251,1992-07-21
9207252,1992-07-21
9207253,1992-07-22
9207254,1992-07-22
9207255,1992-07-23
9207256,1992-07-23
9207257,1992-07-20
9207258,1992-07-24
9207259,1992-07-24
9207260,1992-07-27
9207261,1992-07-27
9207262,1992-07-27
9207263,1992-07-27
9207264,1992-07-27
9207265,1992-07-27
9207266,1992-07-28
9207267,1992-07-28
9207268,1992-07-29
9207269,1992-07-30
9207270,1992-07-29
9207271,1992-07-30
9207272,1992-07-30
9207273,1992-07-30
9207274,1992-07-30
9207275,1992-07-30
9207276,1992-07-31
9207277,1992-07-31
9207278,1992-07-31
9207279,1992-08-01
119207001,1992-07-13
119207002,1992-07-13
119207024,1992-07-22
119207034,1992-07-31
119207017,1992-07-07
119207037,1992-07-13
119207045,1992-07-13
119207074,1992-07-22
119207082,1992-07-24
119207103,1992-07-29
119207118,1992-07-31
9208201,1992-08-03
9208202,1992-08-04
9208203,1992-08-04
9208204,1992-08-04
9208205,1992-08-04
9208206,1992-08-04
9208207,1992-08-04
9208208,1992-08-05
9208209,1992-08-05
9208210,1992-08-05
9208211,1992-08-06
9208212,1992-08-06
9208213,1992-08-06
9208214,1992-08-07
9208215,1992-08-07
9208216,1992-08-10
9208217,1992-08-10
9208218,1992-08-10
9208219,1992-08-11
9208220,1992-08-11
9208221,1992-08-11
9208222,1992-08-12
9208223,1992-08-11
9208224,1992-08-12
9208225,1992-08-13
9208226,1992-08-14
9208227,1992-08-14
9208228,1992-08-17
9208229,1992-08-17
9208230,1992-08-18
9208231,1992-08-18
9208232,1992-08-19
9208233,1992-08-19
9208234,1992-08-19
9208235,1992-08-20
9208236,1992-08-21
9208237,1992-08-21
9208238,1992-08-21
9208239,1992-08-21
9208240,1992-08-21
9208241,1992-07-21
9208242,1992-08-24
9208243,1992-08-24
9208244,1992-08-24
9208245,1992-08-25
9208246,1992-08-25
9208247,1992-08-25
9208248,1992-08-25
9208249,1992-08-26
9208250,1992-08-26
9208251,1992-08-26
9208252,1992-08-26
9208253,1992-08-26
9208254,1992-08-26
9208255,1992-08-27
9208256,1992-08-27
9208257,1992-08-27
9208258,1992-08-28
9208259,1992-08-28
9208260,1992-08-31
9208261,1992-08-31
9208262,1992-08-31
119208001,1992-08-04
119208004,1992-08-11
119208007,1992-08-27
119208008,1992-08-12
119208009,1992-08-12
119208017,1992-08-20
119208025,1992-08-26
119208023,1992-08-09
119208024,1992-08-09
119208052,1992-08-21
9209201,1992-09-01
9209202,1992-09-01
9209203,1992-09-01
9209204,1992-09-01
9209205,1992-09-02
9209206,1992-09-02
9209207,1992-09-02
9209208,1992-09-03
9209209,1992-09-03
9209210,1992-09-03
9209211,1992-09-03
9209212,1992-09-04
9209213,1992-09-04
9209214,1992-09-04
9209215,1992-09-04
9209216,1992-09-04
9209217,1992-09-05
9209218,1992-09-07
9209219,1992-09-07
9209220,1992-09-07
9209221,1992-09-07
9209222,1992-09-09
9209223,1992-09-09
9209224,1992-09-10
9209225,1992-09-10
9209226,1992-09-11
9209227,1992-09-11
9209228,1992-09-11
9209229,1992-09-11
9209230,1992-09-13
9209231,1992-09-14
9209232,1992-09-14
9209233,1992-09-14
9209234,1992-09-14
9209235,1992-09-14
9209236,1992-09-15
9209237,1992-09-15
9209238,1992-09-15
9209239,1992-09-15
9209240,1992-09-15
9209241,1992-09-15
9209242,1992-09-15
9209243,1992-09-16
9209244,1992-09-16
9209245,1992-09-16
9209246,1992-09-16
9209247,1992-09-17
9209248,1992-09-17
9209249,1992-09-17
9209250,1992-09-17
9209251,1992-09-18
9209252,1992-09-18
9209253,1992-09-18
9209254,1992-09-18
9209255,1992-09-18
9209256,1992-09-18
9209257,1992-09-20
9209258,1992-09-20
9209259,1992-09-21
9209260,1992-09-21
9209261,1992-09-21
9209262,1992-09-21
9209263,1992-09-21
9209264,1992-09-22
9209265,1992-09-22
9209266,1992-09-22
9209267,1992-09-23
9209268,1992-09-23
9209269,1992-09-23
9209270,1992-09-23
9209271,1992-09-23
9209272,1992-09-23
9209273,1992-09-23
9209274,1992-09-23
9209275,1992-09-24
9209276,1992-09-24
9209277,1992-09-24
9209278,1992-09-24
9209279,1992-09-24
9209280,1992-09-24
9209281,1992-09-24
9209282,1992-09-25
9209283,1992-09-25
9209284,1992-09-28
9209285,1992-09-28
9209286,1992-09-28
9209287,1992-09-28
9209288,1992-09-28
9209289,1992-09-28
9209290,1992-09-29
9209291,1992-09-29
9209292,1992-09-29
9209293,1992-09-29
9209294,1992-09-29
9209295,1992-09-29
9209296,1992-09-30
9209297,1992-09-30
9209298,1992-09-30
9209299,1992-09-30
119209003,1992-09-13
119209005,1992-09-24
119209006,1992-09-29
119209014,1992-09-08
119209020,1992-09-07
119209088,1992-09-23
119209124,1992-09-29
119209128,1992-09-30
9210201,1992-10-01
9210202,1992-10-01
9210203,1992-10-01
9210204,1992-10-01
9210205,1992-10-02
9210206,1992-10-02
9210207,1992-10-02
9210208,1992-10-04
9210209,1992-10-05
9210210,1992-10-05
9210211,1992-10-05
9210212,1992-10-05
9210213,1992-10-05
9210214,1992-10-05
9210215,1992-10-06
9210216,1992-10-06
9210217,1992-10-06
9210218,1992-10-07
9210219,1992-10-07
9210220,1992-10-08
9210221,1992-10-08
9210222,1992-10-08
9210223,1992-10-09
9210224,1992-10-09
9210225,1992-10-09
9210226,1992-10-09
9210227,1992-10-09
9210228,1992-10-12
9210229,1992-10-12
9210230,1992-10-13
9210231,1992-10-13
9210232,1992-10-13
9210233,1992-10-13
9210234,1992-10-14
9210235,1992-10-14
9210236,1992-10-14
9210237,1992-10-15
9210238,1992-10-15
9210239,1992-10-15
9210240,1992-10-15
9210241,1992-10-16
9210242,1992-10-16
9210243,1992-10-16
9210244,1992-10-19
9210245,1992-10-19
9210246,1992-10-17
9210247,1992-10-19
9210248,1992-10-20
9210249,1992-10-20
9210250,1992-10-20
9210251,1992-10-20
9210252,1992-10-20
9210253,1992-10-20
9210254,1992-10-20
9210255,1992-10-21
9210256,1992-10-22
9210257,1992-10-22
9210258,1992-10-22
9210259,1992-10-22
9210260,1992-10-23
9210261,1992-10-24
9210262,1992-10-26
9210263,1992-10-26
9210264,1992-10-26
9210265,1992-10-27
9210266,1992-10-27
9210267,1992-10-27
9210268,1992-10-27
9210269,1992-10-27
9210270,1992-10-28
9210271,1992-10-28
9210272,1992-10-28
9210273,1992-10-28
9210274,1992-10-29
9210275,1992-10-29
9210276,1992-10-29
9210277,1992-10-29
9210278,1992-10-29
9210279,1992-10-30
9210280,1992-10-30
9210281,1992-10-30
119210007,1992-10-31
119210008,1992-10-13
119210005,1992-10-07
119210015,1992-10-09
119210033,1992-10-27
119210035,1992-10-28
119210042,1992-10-31
119210046,1992-10-08
119210047,1992-10-08
119210048,1992-10-09
119210092,1992-10-16
119210147,1992-10-28
119210003,1992-10-02
119210007,1992-10-12
119210008,1992-10-12
119210009,1992-10-12
9211201,1992-11-02
9211202,1992-02-11
9211203,1992-11-02
9211204,1992-11-02
9211205,1992-11-02
9211206,1992-11-02
9211207,1992-11-02
9211208,1992-11-03
9211209,1992-11-04
9211210,1992-11-03
9211211,1992-11-04
9211212,1992-11-05
9211213,1992-11-05
9211214,1992-11-05
9211215,1992-11-05
9211216,1992-11-06
9211217,1992-11-06
9211218,1992-11-06
9211219,1992-11-06
9211220,1992-11-06
9211221,1992-11-06
9211222,1992-11-06
9211223,1992-11-06
9211224,1992-11-06
9211225,1992-11-06
9211226,1992-11-06
9211227,1992-11-07
9211228,1992-11-07
9211229,1992-11-09
9211230,1992-11-09
9211231,1992-11-09
9211232,1992-11-09
9211233,1992-11-09
9211234,1992-11-09
9211235,1992-11-09
9211236,1992-11-10
9211237,1992-11-11
9211238,1992-11-11
9211239,1992-11-11
9211240,1992-11-12
9211241,1992-11-12
9211242,1992-11-12
9211243,1992-11-13
9211244,1992-11-13
9211245,1992-11-13
9211246,1992-11-13
9211247,1992-11-13
9211248,1992-11-16
9211249,1992-11-16
9211250,1992-11-16
9211251,1992-11-16
9211252,1992-11-16
9211253,1992-11-16
9211254,1992-11-16
9211255,1992-11-17
9211256,1992-11-17
9211257,1992-11-17
9211258,1992-11-17
9211259,1992-11-17
9211260,1992-11-17
9211261,1992-11-17
9211262,1992-11-17
9211263,1992-11-17
9211264,1992-11-02
9211265,1992-11-02
9211266,1992-11-17
9211267,1992-11-18
9211268,1992-11-18
9211269,1992-11-18
9211270,1992-11-18
9211271,1992-11-19
9211272,1992-11-18
9211273,1992-11-19
9211274,1992-11-02
9211275,1992-11-19
9211276,1992-11-19
9211277,1992-11-19
9211278,1992-11-19
9211279,1992-11-19
9211280,1992-11-19
9211281,1992-11-19
9211282,1992-11-19
9211283,1992-11-20
9211284,1992-11-20
9211285,1992-11-21
9211286,1992-11-20
9211287,1992-11-20
9211288,1992-11-20
9211289,1992-11-20
9211290,1992-11-20
9211291,1992-11-20
9211292,1992-11-20
9211293,1992-11-20
9211294,1992-11-19
9211295,1992-11-23
9211296,1992-11-23
9211297,1992-11-23
9211298,1992-11-23
9211299,1992-11-24
9211300,1992-11-24
9211301,1992-11-24
9211302,1992-11-24
9211303,1992-11-25
9211304,1992-11-25
9211305,1992-11-25
9211306,1992-11-25
9211307,1992-11-25
9211308,1992-11-25
9211309,1992-11-25
9211310,1992-11-25
9211311,1992-11-25
9211312,1992-11-25
9211313,1992-11-25
9211314,1992-11-25
9211315,1992-11-25
9211316,1992-11-25
9211317,1992-11-25
9211318,1992-11-25
9211319,1992-11-25
9211320,1992-11-26
9211321,1992-11-26
9211322,1992-11-26
9211323,1992-11-26
9211324,1992-11-26
9211325,1992-11-27
9211326,1992-11-27
9211327,1992-11-27
9211328,1992-11-28
9211329,1992-11-22
9211330,1992-11-29
9211331,1992-11-29
9211332,1992-11-30
9211333,1992-11-30
9211334,1992-11-30
9211335,1992-11-30
9211336,1992-11-30
9211337,1992-11-30
9211338,1992-12-01
119211004,1992-11-07
119211008,1992-11-10
119211011,1992-11-17
119211013,1992-11-19
119211004,1992-11-02
119211005,1992-11-02
119211046,1992-11-17
119211051,1992-11-18
119211058,1992-11-24
119211076,1992-11-17
119211091,1992-11-20
119211092,1992-11-21
119211101,1992-11-23
119211110,1992-11-24
119211116,1992-11-24
119211140,1992-11-30
119211001,1992-11-02
119211003,1992-11-04
119211008,1992-11-12
119211010,1992-11-20
119211011,1992-11-23
9212201,1992-12-01
9212202,1992-12-01
9212203,1992-12-01
9212204,1992-12-01
9212205,1992-12-01
9212206,1992-12-01
9212207,1992-12-02
9212208,1992-12-02
9212209,1992-12-02
9212210,1992-12-02
9212211,1992-12-02
9212212,1992-12-02
9212213,1992-12-02
9212214,1992-12-03
9212215,1992-12-03
9212216,1992-12-03
9212217,1992-12-03
9212218,1992-12-03
9212219,1992-12-03
9212220,1992-12-03
9212221,1992-12-03
9212222,1992-12-04
9212223,1992-12-04
9212224,1992-12-04
9212225,1992-12-05
9212226,1992-12-05
9212227,1992-12-06
9212228,1992-12-06
9212229,1992-12-07
9212230,1992-12-07
9212231,1992-12-07
9212232,1992-12-07
9212233,1992-12-07
9212234,1992-12-07
9212235,1992-12-07
9212236,1992-12-08
9212237,1992-12-08
9212238,1992-12-08
9212239,1992-12-08
9212240,1992-12-08
9212241,1992-12-08
9212242,1992-12-09
9212243,1992-12-09
9212244,1992-12-09
9212245,1992-12-09
9212246,1992-12-10
9212247,1992-12-10
9212248,1992-12-10
9212249,1992-12-10
9212250,1992-12-10
9212251,1992-12-10
9212252,1992-12-10
9212253,1992-12-11
9212254,1992-12-12
9212255,1992-12-13
9212256,1992-12-14
9212257,1992-12-14
9212258,1992-12-14
9212259,1992-12-14
9212260,1992-12-14
9212261,1992-12-14
9212262,1992-12-14
9212263,1992-12-15
9212264,1992-12-15
9212265,1992-12-15
9212266,1992-12-15
9212267,1992-12-15
9212268,1992-12-16
9212269,1992-12-16
9212270,1992-12-16
9212271,1992-12-16
9212272,1992-12-16
9212273,1992-12-16
9212274,1992-12-16
9212275,1992-12-16
9212276,1992-12-17
9212277,1992-12-17
9212278,1992-12-17
9212279,1992-12-17
9212280,1992-12-18
9212281,1992-12-18
9212282,1992-12-18
9212283,1992-12-18
9212284,1992-12-18
9212285,1992-12-18
9212286,1992-12-19
9212287,1992-12-20
9212288,1992-12-20
9212289,1992-12-21
9212290,1992-12-21
9212291,1992-12-21
9212292,1992-12-21
9212293,1992-12-21
9212294,1992-12-21
9212295,1992-12-21
9212296,1992-12-21
9212297,1992-12-21
9212298,1992-12-21
9212299,1992-12-22
9212300,1992-12-22
9212301,1992-12-22
9212302,1992-12-22
9212303,1992-12-22
9212304,1992-12-22
9212305,1992-12-22
9212306,1992-12-23
9212307,1992-12-23
9212308,1992-12-24
9212309,1992-12-21
9212310,1992-12-25
9212311,1992-12-26
9212312,1992-12-28
9212313,1992-12-28
9212314,1992-12-29
9212315,1992-12-30
9212316,1992-12-31
9212317,1992-12-31
9212318,1992-12-31
119212002,1992-12-10
119212010,1992-12-10
119212016,1992-12-13
119212019,1992-12-15
119212025,1992-12-18
119212026,1992-12-19
119212031,1992-12-22
119212035,1992-12-24
119212041,1992-12-05
119212045,1992-12-07
119212057,1992-12-09
119212068,1992-12-10
119212148,1992-12-23
119212149,1992-12-23
119212004,1992-12-10
119212008,1992-12-15
9301201,1993-01-03
9301202,1993-01-04
9301203,1993-01-04
9301204,1993-01-04
9301205,1993-01-04
9301206,1993-01-05
9301207,1993-01-05
9301208,1993-01-05
9301209,1993-01-05
9301210,1993-01-05
9301211,1993-01-06
9301212,1993-01-06
9301213,1993-01-06
9301214,1993-01-07
9301215,1993-01-07
9301216,1993-01-07
9301217,1993-01-07
9301218,1993-01-07
9301219,1993-01-07
9301220,1993-01-08
9301221,1993-01-08
9301222,1993-01-08
9301223,1993-01-08
9301224,1993-01-08
9301225,1993-01-10
9301226,1993-01-10
9301227,1993-01-11
9301228,1993-01-11
9301229,1993-01-11
9301230,1993-01-12
9301231,1993-01-12
9301232,1993-01-12
9301233,1993-01-12
9301234,1993-01-12
9301235,1993-01-13
9301236,1993-01-13
9301237,1993-01-13
9301238,1993-01-14
9301239,1993-01-14
9301240,1993-01-15
9301241,1993-01-15
9301242,1993-01-15
9301243,1993-01-15
9301244,1993-01-16
9301245,1993-01-16
9301246,1993-01-18
9301247,1993-01-18
9301248,1993-01-19
9301249,1993-01-19
9301250,1993-01-19
9301251,1993-01-20
9301252,1993-01-20
9301253,1993-01-21
9301254,1993-01-21
9301255,1993-01-21
9301256,1993-01-21
9301257,1993-01-21
9301258,1993-01-21
9301259,1993-01-22
9301260,1993-01-22
9301261,1993-01-22
9301262,1993-01-22
9301263,1993-01-22
9301264,1993-01-22
9301265,1993-01-25
9301266,1993-01-25
9301267,1993-01-25
9301268,1993-01-25
9301269,1993-01-25
9301270,1993-01-26
9301271,1993-01-26
9301272,1993-01-26
9301273,1993-01-26
9301274,1993-01-26
9301275,1993-01-26
9301276,1993-01-26
9301277,1993-01-26
9301278,1993-01-26
9301279,1993-01-26
9301280,1993-01-26
9301281,1993-01-27
9301282,1993-01-27
9301283,1993-01-27
9301284,1993-01-27
9301285,1993-01-27
9301286,1993-01-27
9301287,1993-01-27
9301288,1993-01-27
9301289,1993-01-28
9301290,1993-01-28
9301291,1993-01-28
9301292,1993-01-29
9301293,1993-01-29
9301294,1993-01-31
9301295,1993-02-01
9301296,1993-02-01
119301002,1993-01-07
119301005,1993-01-13
119301002,1993-01-05
119301022,1993-01-31
119301008,1993-01-04
119301014,1993-01-05
119301025,1993-01-08
119301033,1993-01-11
119301060,1993-01-15
119301068,1993-01-17
119301116,1993-01-27
119301129,1993-01-31
119301001,1993-02-01
9302201,1993-02-01
9302202,1993-02-02
9302203,1993-02-02
9302204,1993-02-02
9302205,1993-02-02
9302206,1993-02-03
9302207,1993-02-03
9302208,1993-02-03
9302209,1993-02-03
9302210,1993-02-03
9302211,1993-02-03
9302212,1993-02-03
9302213,1993-02-03
9302214,1993-02-03
9302215,1993-02-03
9302216,1993-02-04
9302217,1993-02-04
9302218,1993-02-04
9302219,1993-02-04
9302220,1993-02-04
9302221,1993-02-04
9302222,1993-02-04
9302223,1993-02-04
9302224,1993-02-05
9302225,1993-02-05
9302226,1993-02-05
9302227,1993-02-05
9302228,1993-02-05
9302229,1993-02-06
9302230,1993-02-08
9302231,1993-02-08
9302232,1993-02-08
9302233,1993-02-08
9302234,1993-02-08
9302235,1993-02-08
9302236,1993-02-09
9302237,1993-02-09
9302238,1993-02-09
9302239,1993-02-09
9302240,1993-02-09
9302241,1993-02-09
9302242,1993-02-09
9302243,1993-02-09
9302244,1993-02-09
9302245,1993-02-10
9302246,1993-02-11
9302247,1993-02-11
9302248,1993-02-11
9302249,1993-02-11
9302250,1993-02-11
9302251,1993-02-11
9302252,1993-02-11
9302253,1993-02-11
9302254,1993-02-11
9302255,1993-02-12
9302256,1993-02-13
9302257,1993-02-12
9302258,1993-02-12
9302259,1993-02-13
9302260,1993-02-15
9302261,1993-02-15
9302262,1993-02-16
9302263,1993-02-16
9302264,1993-02-17
9302265,1993-02-16
9302266,1993-02-16
9302267,1993-02-17
9302268,1993-02-17
9302269,1993-02-17
9302270,1993-02-17
9302271,1993-02-17
9302272,1993-02-17
9302273,1993-02-17
9302274,1993-02-18
9302275,1993-02-18
9302276,1993-02-18
9302277,1993-02-18
9302278,1993-02-18
9302279,1993-02-19
9302280,1993-02-19
9302281,1993-02-19
9302282,1993-02-19
9302283,1993-02-20
9302284,1993-02-20
9302285,1993-02-22
9302286,1993-02-22
9302287,1993-02-22
9302288,1993-02-22
9302289,1993-02-22
9302290,1993-02-22
9302291,1993-02-22
9302292,1993-02-22
9302293,1993-02-23
9302294,1993-02-23
9302295,1993-02-23
9302296,1993-02-24
9302297,1993-02-23
9302298,1993-02-24
9302299,1993-02-24
9302300,1993-02-24
9302301,1993-02-24
9302302,1993-02-24
9302303,1993-02-24
9302304,1993-02-24
9302305,1993-02-24
9302306,1993-02-24
9302307,1993-02-24
9302308,1993-02-24
9302309,1993-02-25
9302310,1993-02-25
9302311,1993-02-25
9302312,1993-02-26
9302313,1993-02-26
9302314,1993-02-26
9302315,1993-02-26
9302316,1993-02-26
9302317,1993-02-26
9302318,1993-02-26
9302319,1993-02-26
9302320,1993-02-28
9302321,1993-02-28
119302002,1993-02-03
119302003,1993-02-03
119302006,1993-02-04
119302010,1993-02-18
119302013,1993-02-23
119302009,1993-02-09
119302019,1993-02-18
119302012,1993-02-28
119302081,1993-02-18
119302002,1993-02-03
119302003,1993-02-05
119302014,1993-02-25
119302015,1993-02-25
9303201,1993-03-01
9303202,1993-03-01
9303203,1993-03-02
9303204,1993-03-02
9303205,1993-03-02
9303206,1993-03-02
9303207,1993-03-02
9303208,1993-03-03
9303209,1993-03-03
9303210,1993-03-03
9303211,1993-03-03
9303212,1993-03-03
9303213,1993-03-03
9303214,1993-03-03
9303215,1993-03-03
9303216,1993-03-03
9303217,1993-03-03
9303218,1993-03-03
9303219,1993-03-04
9303220,1993-03-04
9303221,1993-03-04
9303222,1993-03-04
9303223,1993-03-04
9303224,1993-03-04
9303225,1993-03-04
9303226,1993-03-05
9303227,1993-03-06
9303228,1993-03-07
9303229,1993-03-08
9303230,1993-03-08
9303231,1993-03-08
9303232,1993-03-09
9303233,1993-03-09
9303234,1993-03-09
9303235,1993-03-09
9303236,1993-03-09
9303237,1993-03-09
9303238,1993-03-10
9303239,1993-03-10
9303240,1993-03-10
9303241,1993-03-10
9303242,1993-03-10
9303243,1993-03-11
9303244,1993-03-11
9303245,1993-03-11
9303246,1993-03-11
9303247,1993-03-11
9303248,1993-03-11
9303249,1993-03-11
9303250,1993-03-12
9303251,1993-03-12
9303252,1993-03-12
9303253,1993-03-12
9303254,1993-03-12
9303255,1993-03-14
9303256,1993-03-14
9303257,1993-03-14
9303258,1993-03-14
9303259,1993-03-15
9303260,1993-03-15
9303261,1993-03-15
9303262,1993-03-16
9303263,1993-03-16
9303264,1993-03-16
9303265,1993-03-16
9303266,1993-03-16
9303267,1993-03-16
9303268,1993-03-16
9303269,1993-03-16
9303270,1993-03-17
9303271,1993-03-17
9303272,1993-03-17
9303273,1993-03-17
9303274,1993-03-17
9303275,1993-03-17
9303276,1993-03-18
9303277,1993-03-18
9303278,1993-03-18
9303279,1993-03-18
9303280,1993-03-18
9303281,1993-03-18
9303282,1993-03-18
9303283,1993-03-19
9303284,1993-03-19
9303285,1993-03-19
9303286,1993-03-19
9303287,1993-03-22
9303288,1993-03-22
9303289,1993-03-22
9303290,1993-03-22
9303291,1993-03-23
9303292,1993-03-22
9303293,1993-03-23
9303294,1993-03-23
9303295,1993-03-23
9303296,1993-03-23
9303297,1993-03-23
9303298,1993-03-24
9303299,1993-03-24
9303300,1993-03-24
9303301,1993-03-24
9303302,1993-03-24
9303303,1993-03-24
9303304,1993-03-24
9303305,1993-03-25
9303306,1993-03-25
9303307,1993-03-25
9303308,1993-03-25
9303309,1993-03-26
9303310,1993-03-27
9303311,1993-03-29
9303312,1993-03-29
9303313,1993-03-29
9303314,1993-03-30
9303315,1993-03-30
9303316,1993-03-30
9303317,1993-03-30
9303318,1993-03-30
9303319,1993-03-30
9303320,1993-03-31
9303321,1993-03-31
9303322,1993-03-31
9303323,1993-03-31
9303324,1993-04-01
9303325,1993-04-01
119303001,1993-03-01
119303005,1993-03-10
119303009,1993-03-19
119303014,1993-03-25
119303019,1993-03-31
119303025,1993-03-20
119303005,1993-03-10
119303008,1993-03-17
119303014,1993-03-26
119303003,1993-03-01
119303024,1993-03-03
119303040,1993-03-08
119303046,1993-03-08
119303053,1993-03-09
119303070,1993-03-11
119303124,1993-03-23
119303177,1993-03-31
119303004,1993-03-04
9304201,1993-04-01
9304202,1993-04-01
9304203,1993-04-01
9304204,1993-04-02
9304205,1993-04-02
9304206,1993-04-02
9304207,1993-04-03
9304208,1993-04-03
9304209,1993-04-03
9304210,1993-04-04
9304211,1993-04-05
9304212,1993-04-05
9304213,1993-04-05
9304214,1993-04-05
9304215,1993-04-05
9304216,1993-04-05
9304217,1993-04-05
9304218,1993-04-05
9304219,1993-04-06
9304220,1993-04-06
9304221,1993-04-06
9304222,1993-04-06
9304223,1993-04-06
9304224,1993-04-06
9304225,1993-04-06
9304226,1993-04-06
9304227,1993-04-07
9304228,1993-04-07
9304229,1993-04-07
9304230,1993-04-08
